Prefix,Rank_code,Scientific_name,Number_of_fragments,Percentage
Hel60,P1,unclassified Candidatus Eisenbacteria,35,0.00
Hel60,D3,Candidatus Dojkabacteria,23,0.00
Hel60,P,Candidatus Poribacteria,2,0.00
Hel60,P1,environmental samples,2,0.00
Hel60,D1,unclassified Bacteria,1953,0.01
Hel60,P,Campylobacterota,1831,0.01
Hel60,P,Nitrospirota,1241,0.00
Hel60,P1,unclassified Nitrospirota,675,0.00
Hel60,P,Acidobacteriota,1183,0.00
Hel60,P1,unclassified Acidobacteriota,697,0.00
Hel60,D1,delta/epsilon subdivisions,957,0.00
Hel60,P,Spirochaetota,237,0.00
Hel60,P1,unclassified Spirochaetota,67,0.00
Hel60,D1,Nitrospinae/Tectomicrobia group,190,0.00
Hel60,P,Nitrospinota,153,0.00
Hel60,P,Candidatus Tectomicrobia,37,0.00
Hel60,P,Bdellovibrionota,162,0.00
Hel60,P,Elusimicrobiota,151,0.00
Hel60,P1,unclassified Elusimicrobiota,151,0.00
Hel60,P,Calditrichota,107,0.00
Hel60,D1,environmental samples,88,0.00
Hel60,P,Synergistota,74,0.00
Hel60,P1,unclassified Synergistota,74,0.00
Hel60,P,Thermotogota,25,0.00
Hel60,P,Aquificota,20,0.00
Hel60,P1,unclassified Aquificota,15,0.00
Hel60,P,Fusobacteriota,3,0.00
Hel60,D,Archaea,5446,0.02
Hel60,D1,TACK group,4939,0.02
Hel60,P,Nitrososphaerota,4887,0.02
Hel60,P1,Nitrososphaerota incertae sedis,202,0.00
Hel60,P2,Marine Group I,168,0.00
Hel60,P,Candidatus Bathyarchaeota,44,0.00
Hel60,P1,unclassified Candidatus Bathyarchaeota,40,0.00
Hel60,P,Thermoproteota,8,0.00
Hel60,P,Euryarchaeota,342,0.00
Hel60,P1,Stenosarchaea group,321,0.00
Hel60,P1,Methanomada group,7,0.00
Hel60,P1,unclassified Euryarchaeota,2,0.00
Hel60,P,Candidatus Thermoplasmatota,102,0.00
Hel60,P1,DHVE2 group,3,0.00
Hel60,D1,Asgard group,32,0.00
Hel60,P,Candidatus Heimdallarchaeota,15,0.00
Hel60,P1,unclassified Candidatus Heimdallarchaeota,15,0.00
Hel60,P,Candidatus Lokiarchaeota,11,0.00
Hel60,P1,unclassified Candidatus Lokiarchaeota,11,0.00
Hel60,P,Candidatus Thorarchaeota,6,0.00
Hel60,P1,unclassified Candidatus Thorarchaeota,6,0.00
Hel60,D1,DPANN group,14,0.00
Hel60,P,Candidatus Aenigmatarchaeota,7,0.00
Hel60,P1,unclassified Candidatus Aenigmatarchaeota,7,0.00
Hel60,P,Candidatus Woesearchaeota,5,0.00
Hel60,P1,unclassified Candidatus Woesearchaeota,5,0.00
Hel60,D2,Candidatus Pacearchaeota,2,0.00
Hel60,D3,unclassified Candidatus Pacearchaeota,2,0.00
Hel60,D1,unclassified Archaea,5,0.00
Hel60,D,Eukaryota,1,0.00
Hel60,D1,Opisthokonta,1,0.00
Hel60,P,Ascomycota,1,0.00
Hel60,P1,saccharomyceta,1,0.00
Hel60,P2,Saccharomycotina,1,0.00
Hel_07,U,unclassified,32786357,97.13
Hel_07,R,root,968732,2.87
Hel_07,R1,cellular organisms,968732,2.87
Hel_07,D,Bacteria,916032,2.71
Hel_07,P,Pseudomonadota,603706,1.79
Hel_07,P1,unclassified Pseudomonadota,2874,0.01
Hel_07,P1,environmental samples,375,0.00
Hel_07,D1,FCB group,125113,0.37
Hel_07,D2,Bacteroidota/Chlorobiota group,120574,0.36
Hel_07,P,Bacteroidota,117705,0.35
Hel_07,P1,environmental samples,2628,0.01
Hel_07,P1,unclassified Bacteroidota,788,0.00
Hel_07,P,Balneolota,922,0.00
Hel_07,P,Ignavibacteriota,749,0.00
Hel_07,P1,unclassified Ignavibacteriota,190,0.00
Hel_07,P,Rhodothermota,318,0.00
Hel_07,P,Chlorobiota,155,0.00
Hel_07,P1,unclassified Chlorobiota,141,0.00
Hel_07,P,Gemmatimonadota,2628,0.01
Hel_07,P1,unclassified Gemmatimonadota,2200,0.01
Hel_07,P1,environmental samples,26,0.00
Hel_07,P,Candidatus Zixiibacteriota,797,0.00
Hel_07,P,Candidatus Latescibacterota,580,0.00
Hel_07,P1,unclassified Candidatus Latescibacterota,580,0.00
Hel_07,P,Candidatus Neomarinimicrobiota,286,0.00
Hel_07,P1,unclassified Candidatus Neomarinimicrobiota,285,0.00
Hel_07,P1,environmental samples,1,0.00
Hel_07,P,Candidatus Hydrogenedentota,112,0.00
Hel_07,P1,unclassified Candidatus Hydrogenedentota,111,0.00
Hel_07,P,Fibrobacterota,2,0.00
Hel_07,P1,environmental samples,2,0.00
Hel_07,D1,Terrabacteria group,65064,0.19
Hel_07,P,Actinomycetota,21755,0.06
Hel_07,P1,unclassified Actinomycetota,1935,0.01
Hel_07,D2,Cyanobacteriota/Melainabacteria group,18436,0.05
Hel_07,P,Cyanobacteriota,17913,0.05
Hel_07,P,Candidatus Melainabacteria,388,0.00
Hel_07,P1,unclassified Candidatus Melainabacteria,388,0.00
Hel_07,P,Candidatus Margulisiibacteriota,1,0.00
Hel_07,P,Bacillota,17405,0.05
Hel_07,P1,unclassified Bacillota,5,0.00
Hel_07,P,Chloroflexota,3440,0.01
Hel_07,P1,unclassified Chloroflexota,432,0.00
Hel_07,P,Deinococcota,1008,0.00
Hel_07,P,Mycoplasmatota,759,0.00
Hel_07,P1,unclassified Mycoplasmatota,622,0.00
Hel_07,P,Armatimonadota,507,0.00
Hel_07,P1,unclassified Armatimonadota,507,0.00
Hel_07,D1,PVC group,25178,0.07
Hel_07,P,Planctomycetota,19549,0.06
Hel_07,P1,unclassified Planctomycetota,1154,0.00
Hel_07,P,Verrucomicrobiota,4811,0.01
Hel_07,P1,environmental samples,425,0.00
Hel_07,P1,unclassified Verrucomicrobiota,54,0.00
Hel_07,P,Lentisphaerota,312,0.00
Hel_07,P1,unclassified Lentisphaerota,115,0.00
Hel_07,P,Candidatus Omnitrophota,164,0.00
Hel_07,P1,unclassified Candidatus Omnitrophota,164,0.00
Hel_07,P,Kiritimatiellota,161,0.00
Hel_07,P,Chlamydiota,73,0.00
Hel_07,P,Thermodesulfobacteriota,20402,0.06
Hel_07,P,Myxococcota,8886,0.03
Hel_07,P1,Polyangia,2388,0.01
Hel_07,P,Nitrospirota,3397,0.01
Hel_07,P1,unclassified Nitrospirota,1778,0.01
Hel_07,D1,Bacteria incertae sedis,3296,0.01
Hel_07,D2,Bacteria candidate phyla,3296,0.01
Hel_07,D3,Patescibacteria group,1660,0.00
Hel_07,D4,Parcubacteria group,1001,0.00
Hel_07,P,Candidatus Nomurabacteria,403,0.00
Hel_07,P1,unclassified Candidatus Nomurabacteria,403,0.00
Hel_07,P,Candidatus Parcubacteria,176,0.00
Hel_07,P1,unclassified Candidatus Parcubacteria,176,0.00
Hel_07,P,Candidatus Moraniibacteriota,124,0.00
Hel_07,P1,unclassified Candidatus Moraniibacteriota,124,0.00
Hel_07,P,Candidatus Campbellbacteria,86,0.00
Hel_07,P1,unclassified Candidatus Campbellbacteria,86,0.00
Hel_07,P,Candidatus Kaiserbacteria,86,0.00
Hel_07,P1,unclassified Candidatus Kaiserbacteria,86,0.00
Hel_07,P,Candidatus Falkowbacteria,44,0.00
Hel_07,P1,unclassified Candidatus Falkowbacteria,44,0.00
Hel_07,P,Candidatus Uhrbacteria,33,0.00
Hel_07,P1,unclassified Candidatus Uhrbacteria,33,0.00
Hel_07,P,Candidatus Nealsonbacteria,26,0.00
Hel_07,P1,unclassified Candidatus Nealsonbacteria,12,0.00
Hel_07,D4,unclassified Patescibacteria group,455,0.00
Hel_07,D4,Microgenomates group,158,0.00
Hel_07,P,Candidatus Woesebacteria,158,0.00
Hel_07,P1,unclassified Candidatus Woesebacteria,158,0.00
Hel_07,P,Candidatus Gracilibacteria,41,0.00
Hel_07,P1,unclassified Candidatus Gracilibacteria,41,0.00
Hel_07,P,Candidatus Saccharibacteria,348,0.00
Hel_07,P1,unclassified Candidatus Saccharibacteria,348,0.00
Hel_07,P,candidate division WOR-3,347,0.00
Hel_07,P,Candidatus Aminicenantes,299,0.00
Hel_07,P1,unclassified Candidatus Aminicenantes,299,0.00
Hel_07,P,Candidatus Peregrinibacteria,258,0.00
Hel_07,P1,unclassified Candidatus Peregrinibacteria,103,0.00
Hel_07,P,Candidatus Coatesbacteria,137,0.00
Hel_07,P1,unclassified Candidatus Coatesbacteria,137,0.00
Hel_07,P,Candidatus Eisenbacteria,109,0.00
Hel_07,P1,unclassified Candidatus Eisenbacteria,109,0.00
Hel_07,P,Candidatus Bipolaricaulota,64,0.00
Hel_07,P1,unclassified Candidatus Bipolaricaulota,64,0.00
Hel_07,D3,Candidatus Dojkabacteria,39,0.00
Hel_07,D1,unclassified Bacteria,2577,0.01
Hel_07,P,Acidobacteriota,2546,0.01
Hel_07,P1,unclassified Acidobacteriota,1687,0.00
Hel_07,P,Campylobacterota,2320,0.01
Hel_07,D1,delta/epsilon subdivisions,1652,0.00
Hel_07,P,Spirochaetota,428,0.00
Hel_07,P1,unclassified Spirochaetota,53,0.00
Hel_07,D1,Nitrospinae/Tectomicrobia group,352,0.00
Hel_07,P,Nitrospinota,335,0.00
Hel_07,P,Candidatus Tectomicrobia,17,0.00
Hel_07,P,Elusimicrobiota,292,0.00
Hel_07,P1,unclassified Elusimicrobiota,292,0.00
Hel_07,P,Bdellovibrionota,226,0.00
Hel_07,P,Calditrichota,192,0.00
Hel_07,P,Synergistota,175,0.00
Hel_07,P1,unclassified Synergistota,175,0.00
Hel_07,D1,environmental samples,136,0.00
Hel_07,P,Thermotogota,76,0.00
Hel_07,P,Aquificota,33,0.00
Hel_07,P1,unclassified Aquificota,29,0.00
Hel_07,P,Fusobacteriota,8,0.00
Hel_07,D,Archaea,51990,0.15
Hel_07,D1,TACK group,50967,0.15
Hel_07,P,Nitrososphaerota,50865,0.15
Hel_07,P1,Nitrososphaerota incertae sedis,1840,0.01
Hel_07,P2,Marine Group I,1526,0.00
Hel_07,P3,environmental samples,16,0.00
Hel_07,P,Candidatus Bathyarchaeota,83,0.00
Hel_07,P1,unclassified Candidatus Bathyarchaeota,79,0.00
Hel_07,P,Thermoproteota,5,0.00
Hel_07,P,Euryarchaeota,605,0.00
Hel_07,P1,Stenosarchaea group,537,0.00
Hel_07,P1,unclassified Euryarchaeota,30,0.00
Hel_07,P1,Euryarchaeota incertae sedis,5,0.00
Hel_07,P2,DHVE6 group,5,0.00
Hel_07,P3,environmental samples,5,0.00
Hel_07,P1,Methanomada group,5,0.00
Hel_07,P,Candidatus Thermoplasmatota,150,0.00
Hel_07,P1,DHVE2 group,11,0.00
Hel_07,D1,Asgard group,45,0.00
Hel_07,P,Candidatus Lokiarchaeota,26,0.00
Hel_07,P1,unclassified Candidatus Lokiarchaeota,26,0.00
Hel_07,P,Candidatus Heimdallarchaeota,11,0.00
Hel_07,P1,unclassified Candidatus Heimdallarchaeota,11,0.00
Hel_07,P,Candidatus Thorarchaeota,7,0.00
Hel_07,P1,unclassified Candidatus Thorarchaeota,7,0.00
Hel_07,D1,DPANN group,42,0.00
Hel_07,P,Candidatus Woesearchaeota,26,0.00
Hel_07,P1,unclassified Candidatus Woesearchaeota,24,0.00
Hel_07,P1,environmental samples,1,0.00
Hel_07,P,Candidatus Aenigmatarchaeota,14,0.00
Hel_07,P1,unclassified Candidatus Aenigmatarchaeota,14,0.00
Hel_07,P,Candidatus Diapherotrites,1,0.00
Hel_07,P1,unclassified Candidatus Diapherotrites,1,0.00
Hel_07,P,Candidatus Micrarchaeota,1,0.00
Hel_07,P1,unclassified Candidatus Micrarchaeota,1,0.00
Hel_07,D1,unclassified Archaea,12,0.00
Hel_07,D,Eukaryota,1,0.00
Hel_07,D1,Opisthokonta,1,0.00
Hel_07,P,Ascomycota,1,0.00
Hel_07,P1,saccharomyceta,1,0.00
Hel_07,P2,Saccharomycotina,1,0.00
Hel_15,U,unclassified,16062464,97.74
Hel_15,R,root,371976,2.26
Hel_15,R1,cellular organisms,371976,2.26
Hel_15,D,Bacteria,330018,2.01
Hel_15,P,Pseudomonadota,212269,1.29
Hel_15,P1,unclassified Pseudomonadota,1123,0.01
Hel_15,P1,environmental samples,138,0.00
Hel_15,D1,FCB group,44268,0.27
Hel_15,D2,Bacteroidota/Chlorobiota group,42179,0.26
Hel_15,P,Bacteroidota,40857,0.25
Hel_15,P1,environmental samples,867,0.01
Hel_15,P1,unclassified Bacteroidota,367,0.00
Hel_15,P,Balneolota,427,0.00
Hel_15,P,Ignavibacteriota,336,0.00
Hel_15,P1,unclassified Ignavibacteriota,70,0.00
Hel_15,P,Rhodothermota,140,0.00
Hel_15,P,Chlorobiota,59,0.00
Hel_15,P1,unclassified Chlorobiota,50,0.00
Hel_15,P,Gemmatimonadota,1211,0.01
Hel_15,P1,unclassified Gemmatimonadota,988,0.01
Hel_15,P1,environmental samples,21,0.00
Hel_15,P,Candidatus Zixiibacteriota,348,0.00
Hel_15,P,Candidatus Latescibacterota,283,0.00
Hel_15,P1,unclassified Candidatus Latescibacterota,283,0.00
Hel_15,P,Candidatus Neomarinimicrobiota,139,0.00
Hel_15,P1,unclassified Candidatus Neomarinimicrobiota,109,0.00
Hel_15,P1,environmental samples,30,0.00
Hel_15,P,Candidatus Hydrogenedentota,45,0.00
Hel_15,P1,unclassified Candidatus Hydrogenedentota,45,0.00
Hel_15,D1,Terrabacteria group,26693,0.16
Hel_15,P,Actinomycetota,9419,0.06
Hel_15,P1,unclassified Actinomycetota,771,0.00
Hel_15,P,Bacillota,7219,0.04
Hel_15,P1,unclassified Bacillota,1,0.00
Hel_15,D2,Cyanobacteriota/Melainabacteria group,7061,0.04
Hel_15,P,Cyanobacteriota,6883,0.04
Hel_15,P,Candidatus Melainabacteria,136,0.00
Hel_15,P1,unclassified Candidatus Melainabacteria,136,0.00
Hel_15,P,Chloroflexota,1335,0.01
Hel_15,P1,unclassified Chloroflexota,187,0.00
Hel_15,P,Deinococcota,432,0.00
Hel_15,P,Mycoplasmatota,350,0.00
Hel_15,P1,unclassified Mycoplasmatota,279,0.00
Hel_15,P,Armatimonadota,229,0.00
Hel_15,P1,unclassified Armatimonadota,229,0.00
Hel_15,D1,PVC group,9651,0.06
Hel_15,P,Planctomycetota,7276,0.04
Hel_15,P1,unclassified Planctomycetota,384,0.00
Hel_15,P,Verrucomicrobiota,2004,0.01
Hel_15,P1,environmental samples,243,0.00
Hel_15,P1,unclassified Verrucomicrobiota,38,0.00
Hel_15,P,Lentisphaerota,132,0.00
Hel_15,P1,unclassified Lentisphaerota,53,0.00
Hel_15,P,Kiritimatiellota,88,0.00
Hel_15,P,Candidatus Omnitrophota,65,0.00
Hel_15,P1,unclassified Candidatus Omnitrophota,65,0.00
Hel_15,P,Chlamydiota,27,0.00
Hel_15,P,Thermodesulfobacteriota,4761,0.03
Hel_15,P,Myxococcota,3188,0.02
Hel_15,P1,Polyangia,1080,0.01
Hel_15,P,Nitrospirota,2896,0.02
Hel_15,P1,unclassified Nitrospirota,1783,0.01
Hel_15,P,Acidobacteriota,1492,0.01
Hel_15,P1,unclassified Acidobacteriota,774,0.00
Hel_15,D1,Bacteria incertae sedis,1399,0.01
Hel_15,D2,Bacteria candidate phyla,1399,0.01
Hel_15,D3,Patescibacteria group,604,0.00
Hel_15,D4,Parcubacteria group,411,0.00
Hel_15,P,Candidatus Nomurabacteria,132,0.00
Hel_15,P1,unclassified Candidatus Nomurabacteria,132,0.00
Hel_15,P,Candidatus Parcubacteria,68,0.00
Hel_15,P1,unclassified Candidatus Parcubacteria,68,0.00
Hel_15,P,Candidatus Moraniibacteriota,62,0.00
Hel_15,P1,unclassified Candidatus Moraniibacteriota,62,0.00
Hel_15,P,Candidatus Kaiserbacteria,38,0.00
Hel_15,P1,unclassified Candidatus Kaiserbacteria,38,0.00
Hel_15,P,Candidatus Campbellbacteria,30,0.00
Hel_15,P1,unclassified Candidatus Campbellbacteria,30,0.00
Hel_15,P,Candidatus Uhrbacteria,25,0.00
Hel_15,P1,unclassified Candidatus Uhrbacteria,25,0.00
Hel_15,P,Candidatus Falkowbacteria,21,0.00
Hel_15,P1,unclassified Candidatus Falkowbacteria,21,0.00
Hel_15,P,Candidatus Nealsonbacteria,14,0.00
Hel_15,P1,unclassified Candidatus Nealsonbacteria,6,0.00
Hel_15,D4,unclassified Patescibacteria group,151,0.00
Hel_15,D4,Microgenomates group,27,0.00
Hel_15,P,Candidatus Woesebacteria,27,0.00
Hel_15,P1,unclassified Candidatus Woesebacteria,27,0.00
Hel_15,P,Candidatus Gracilibacteria,13,0.00
Hel_15,P1,unclassified Candidatus Gracilibacteria,13,0.00
Hel_15,P,Candidatus Aminicenantes,183,0.00
Hel_15,P1,unclassified Candidatus Aminicenantes,183,0.00
Hel_15,P,Candidatus Saccharibacteria,165,0.00
Hel_15,P1,unclassified Candidatus Saccharibacteria,165,0.00
Hel_15,P,candidate division WOR-3,136,0.00
Hel_15,P,Candidatus Peregrinibacteria,117,0.00
Hel_15,P1,unclassified Candidatus Peregrinibacteria,53,0.00
Hel_15,P,Candidatus Coatesbacteria,67,0.00
Hel_15,P1,unclassified Candidatus Coatesbacteria,67,0.00
Hel_15,P,Candidatus Bipolaricaulota,42,0.00
Hel_15,P1,unclassified Candidatus Bipolaricaulota,42,0.00
Hel_15,P,Candidatus Eisenbacteria,31,0.00
Hel_15,P1,unclassified Candidatus Eisenbacteria,31,0.00
Hel_15,D3,Candidatus Dojkabacteria,26,0.00
Hel_15,P,Candidatus Poribacteria,1,0.00
Hel_15,P1,environmental samples,1,0.00
Hel_15,D1,unclassified Bacteria,1032,0.01
Hel_15,P,Campylobacterota,966,0.01
Hel_15,D1,delta/epsilon subdivisions,575,0.00
Hel_15,D1,Nitrospinae/Tectomicrobia group,211,0.00
Hel_15,P,Nitrospinota,198,0.00
Hel_15,P,Candidatus Tectomicrobia,13,0.00
Hel_15,P,Spirochaetota,146,0.00
Hel_15,P1,unclassified Spirochaetota,36,0.00
Hel_15,P,Elusimicrobiota,136,0.00
Hel_15,P1,unclassified Elusimicrobiota,136,0.00
Hel_15,P,Synergistota,113,0.00
Hel_15,P1,unclassified Synergistota,113,0.00
Hel_15,P,Calditrichota,85,0.00
Hel_15,P,Bdellovibrionota,72,0.00
Hel_15,D1,environmental samples,28,0.00
Hel_15,P,Thermotogota,9,0.00
Hel_15,P,Aquificota,6,0.00
Hel_15,P1,unclassified Aquificota,5,0.00
Hel_15,P,Fusobacteriota,3,0.00
Hel_15,D,Archaea,41679,0.25
Hel_15,D1,TACK group,41310,0.25
Hel_15,P,Nitrososphaerota,41250,0.25
Hel_15,P1,Nitrososphaerota incertae sedis,1768,0.01
Hel_15,P2,Marine Group I,1480,0.01
Hel_15,P3,environmental samples,18,0.00
Hel_15,P,Candidatus Bathyarchaeota,50,0.00
Hel_15,P1,unclassified Candidatus Bathyarchaeota,48,0.00
Hel_15,P,Thermoproteota,1,0.00
Hel_15,P,Euryarchaeota,225,0.00
Hel_15,P1,Stenosarchaea group,208,0.00
Hel_15,P1,Methanomada group,3,0.00
Hel_15,P1,unclassified Euryarchaeota,2,0.00
Hel_15,P,Candidatus Thermoplasmatota,83,0.00
Hel_15,P1,DHVE2 group,4,0.00
Hel_15,D1,Asgard group,23,0.00
Hel_15,P,Candidatus Lokiarchaeota,13,0.00
Hel_15,P1,unclassified Candidatus Lokiarchaeota,13,0.00
Hel_15,P,Candidatus Heimdallarchaeota,8,0.00
Hel_15,P1,unclassified Candidatus Heimdallarchaeota,8,0.00
Hel_15,P,Candidatus Thorarchaeota,2,0.00
Hel_15,P1,unclassified Candidatus Thorarchaeota,2,0.00
Hel_15,D1,DPANN group,11,0.00
Hel_15,P,Candidatus Woesearchaeota,5,0.00
Hel_15,P1,unclassified Candidatus Woesearchaeota,5,0.00
Hel_15,D2,Candidatus Pacearchaeota,3,0.00
Hel_15,D3,unclassified Candidatus Pacearchaeota,3,0.00
Hel_15,P,Candidatus Aenigmatarchaeota,2,0.00
Hel_15,P1,unclassified Candidatus Aenigmatarchaeota,2,0.00
Hel_15,P,Candidatus Diapherotrites,1,0.00
Hel_15,P1,unclassified Candidatus Diapherotrites,1,0.00
Hel_15,D1,unclassified Archaea,6,0.00
Hel_18,U,unclassified,21177534,97.16
Hel_18,R,root,618926,2.84
Hel_18,R1,cellular organisms,618926,2.84
Hel_18,D,Bacteria,572036,2.62
Hel_18,P,Pseudomonadota,345640,1.59
Hel_18,P1,unclassified Pseudomonadota,1837,0.01
Hel_18,P1,environmental samples,179,0.00
Hel_18,D1,FCB group,102850,0.47
Hel_18,D2,Bacteroidota/Chlorobiota group,99433,0.46
Hel_18,P,Bacteroidota,97440,0.45
Hel_18,P1,environmental samples,1522,0.01
Hel_18,P1,unclassified Bacteroidota,548,0.00
Hel_18,P,Balneolota,578,0.00
Hel_18,P,Ignavibacteriota,557,0.00
Hel_18,P1,unclassified Ignavibacteriota,156,0.00
Hel_18,P,Rhodothermota,253,0.00
Hel_18,P,Chlorobiota,95,0.00
Hel_18,P1,unclassified Chlorobiota,79,0.00
Hel_18,P,Gemmatimonadota,2108,0.01
Hel_18,P1,unclassified Gemmatimonadota,1734,0.01
Hel_18,P1,environmental samples,23,0.00
Hel_18,P,Candidatus Zixiibacteriota,517,0.00
Hel_18,P,Candidatus Latescibacterota,472,0.00
Hel_18,P1,unclassified Candidatus Latescibacterota,472,0.00
Hel_18,P,Candidatus Neomarinimicrobiota,174,0.00
Hel_18,P1,unclassified Candidatus Neomarinimicrobiota,171,0.00
Hel_18,P1,environmental samples,3,0.00
Hel_18,P,Candidatus Hydrogenedentota,51,0.00
Hel_18,P1,unclassified Candidatus Hydrogenedentota,51,0.00
Hel_18,D1,Terrabacteria group,48713,0.22
Hel_18,P,Actinomycetota,21938,0.10
Hel_18,P1,unclassified Actinomycetota,1828,0.01
Hel_18,P,Bacillota,11535,0.05
Hel_18,D2,Cyanobacteriota/Melainabacteria group,10195,0.05
Hel_18,P,Cyanobacteriota,9881,0.05
Hel_18,P,Candidatus Melainabacteria,249,0.00
Hel_18,P1,unclassified Candidatus Melainabacteria,249,0.00
Hel_18,P,Candidatus Margulisiibacteriota,1,0.00
Hel_18,P,Chloroflexota,2309,0.01
Hel_18,P1,unclassified Chloroflexota,244,0.00
Hel_18,P,Deinococcota,749,0.00
Hel_18,P,Mycoplasmatota,500,0.00
Hel_18,P1,unclassified Mycoplasmatota,390,0.00
Hel_18,P,Armatimonadota,361,0.00
Hel_18,P1,unclassified Armatimonadota,361,0.00
Hel_18,D1,PVC group,20080,0.09
Hel_18,P,Planctomycetota,16265,0.07
Hel_18,P1,unclassified Planctomycetota,835,0.00
Hel_18,P,Verrucomicrobiota,3155,0.01
Hel_18,P1,environmental samples,304,0.00
Hel_18,P1,unclassified Verrucomicrobiota,62,0.00
Hel_18,P,Lentisphaerota,212,0.00
Hel_18,P1,unclassified Lentisphaerota,67,0.00
Hel_18,P,Kiritimatiellota,178,0.00
Hel_18,P,Candidatus Omnitrophota,114,0.00
Hel_18,P1,unclassified Candidatus Omnitrophota,114,0.00
Hel_18,P,Chlamydiota,51,0.00
Hel_18,P,Myxococcota,5107,0.02
Hel_18,P1,Polyangia,1929,0.01
Hel_18,P,Thermodesulfobacteriota,4803,0.02
Hel_18,P,Nitrospirota,2837,0.01
Hel_18,P1,unclassified Nitrospirota,1557,0.01
Hel_18,D1,Bacteria incertae sedis,2244,0.01
Hel_18,D2,Bacteria candidate phyla,2244,0.01
Hel_18,D3,Patescibacteria group,1027,0.00
Hel_18,D4,Parcubacteria group,757,0.00
Hel_18,P,Candidatus Nomurabacteria,295,0.00
Hel_18,P1,unclassified Candidatus Nomurabacteria,295,0.00
Hel_18,P,Candidatus Parcubacteria,124,0.00
Hel_18,P1,unclassified Candidatus Parcubacteria,124,0.00
Hel_18,P,Candidatus Moraniibacteriota,96,0.00
Hel_18,P1,unclassified Candidatus Moraniibacteriota,96,0.00
Hel_18,P,Candidatus Kaiserbacteria,67,0.00
Hel_18,P1,unclassified Candidatus Kaiserbacteria,67,0.00
Hel_18,P,Candidatus Falkowbacteria,47,0.00
Hel_18,P1,unclassified Candidatus Falkowbacteria,47,0.00
Hel_18,P,Candidatus Campbellbacteria,40,0.00
Hel_18,P1,unclassified Candidatus Campbellbacteria,40,0.00
Hel_18,P,Candidatus Nealsonbacteria,33,0.00
Hel_18,P1,unclassified Candidatus Nealsonbacteria,14,0.00
Hel_18,P,Candidatus Uhrbacteria,31,0.00
Hel_18,P1,unclassified Candidatus Uhrbacteria,31,0.00
Hel_18,D4,unclassified Patescibacteria group,219,0.00
Hel_18,D4,Microgenomates group,31,0.00
Hel_18,P,Candidatus Woesebacteria,31,0.00
Hel_18,P1,unclassified Candidatus Woesebacteria,31,0.00
Hel_18,P,Candidatus Gracilibacteria,11,0.00
Hel_18,P1,unclassified Candidatus Gracilibacteria,11,0.00
Hel_18,P,Candidatus Saccharibacteria,280,0.00
Hel_18,P1,unclassified Candidatus Saccharibacteria,280,0.00
Hel_18,P,candidate division WOR-3,245,0.00
Hel_18,P,Candidatus Peregrinibacteria,195,0.00
Hel_18,P1,unclassified Candidatus Peregrinibacteria,89,0.00
Hel_18,P,Candidatus Aminicenantes,181,0.00
Hel_18,P1,unclassified Candidatus Aminicenantes,181,0.00
Hel_18,P,Candidatus Coatesbacteria,119,0.00
Hel_18,P1,unclassified Candidatus Coatesbacteria,119,0.00
Hel_18,P,Candidatus Eisenbacteria,69,0.00
Hel_18,P1,unclassified Candidatus Eisenbacteria,69,0.00
Hel_18,P,Candidatus Bipolaricaulota,57,0.00
Hel_18,P1,unclassified Candidatus Bipolaricaulota,57,0.00
Hel_18,D3,Candidatus Dojkabacteria,28,0.00
Hel_18,P,Acidobacteriota,2181,0.01
Hel_18,P1,unclassified Acidobacteriota,1178,0.01
Hel_18,D1,unclassified Bacteria,1723,0.01
Hel_18,P,Campylobacterota,1398,0.01
Hel_18,D1,delta/epsilon subdivisions,979,0.00
Hel_18,P,Elusimicrobiota,259,0.00
Hel_18,P1,unclassified Elusimicrobiota,259,0.00
Hel_18,D1,Nitrospinae/Tectomicrobia group,232,0.00
Hel_18,P,Nitrospinota,209,0.00
Hel_18,P,Candidatus Tectomicrobia,23,0.00
Hel_18,P,Spirochaetota,217,0.00
Hel_18,P1,unclassified Spirochaetota,42,0.00
Hel_18,P,Bdellovibrionota,148,0.00
Hel_18,P,Calditrichota,113,0.00
Hel_18,P,Synergistota,106,0.00
Hel_18,P1,unclassified Synergistota,106,0.00
Hel_18,D1,environmental samples,103,0.00
Hel_18,P,Thermotogota,21,0.00
Hel_18,P,Aquificota,16,0.00
Hel_18,P1,unclassified Aquificota,13,0.00
Hel_18,P,Fusobacteriota,2,0.00
Hel_18,D,Archaea,46393,0.21
Hel_18,D1,TACK group,45733,0.21
Hel_18,P,Nitrososphaerota,45660,0.21
Hel_18,P1,Nitrososphaerota incertae sedis,1856,0.01
Hel_18,P2,Marine Group I,1522,0.01
Hel_18,P3,environmental samples,24,0.00
Hel_18,P,Candidatus Bathyarchaeota,55,0.00
Hel_18,P1,unclassified Candidatus Bathyarchaeota,55,0.00
Hel_18,P,Thermoproteota,5,0.00
Hel_18,P,Euryarchaeota,469,0.00
Hel_18,P1,Stenosarchaea group,422,0.00
Hel_18,P1,unclassified Euryarchaeota,18,0.00
Hel_18,P1,Methanomada group,8,0.00
Hel_18,P1,Euryarchaeota incertae sedis,1,0.00
Hel_18,P2,DHVE6 group,1,0.00
Hel_18,P3,environmental samples,1,0.00
Hel_18,P,Candidatus Thermoplasmatota,85,0.00
Hel_18,P1,DHVE2 group,2,0.00
Hel_18,D1,DPANN group,36,0.00
